,Date,Month,Team1Site,Team2Site,Team1,Team1_Win_Precentage,Final1,Open1,Close1,ML1,Team1_Conf,Team1_AP_Rank,Team1_W,Team1_L,Team1_OSRS,Team1_DSRS,Team1_SRS,Team1_ScoringOff,Team1_ScoringDef,Team1_PassingOff,Team1_PassingDef,Team1_RushingOff,Team1_RushingDef,Team1_TotalOff,Team1_TotalDef,Team2,Team2_Win_Precentage,Final2,Open2,Close2,ML2,Team2_Conf,Team2_AP_Rank,Team2_W,Team2_L,Team2_OSRS,Team2_DSRS,Team2_SRS,Team2_ScoringOff,Team2_ScoringDef,Team2_PassingOff,Team2_PassingDef,Team2_RushingOff,Team2_RushingDef,Team2_TotalOff,Team2_TotalDef,Team1_Win,Total_Open,Total_Close,Spread_Open,Spread_Close,Team1_Point_Dif,Team1Cover,Over_Under
2914,10/19/2013,10,H,V,MiamiOhio,0.0,17,43.5,45.0,205,MAC ,67.0,0.0,12.0,-18.67,-4.82,-23.48,8.0,38.68,-4.19,17.22,-2.17,9.75,-2.78,12.59,Akron,0.4166666666666667,24,6.0,6.0,-245,MAC ,67.0,5.0,7.0,-7.35,-2.51,-9.86,17.26,31.06,-3.6,16.47,-1.02,8.88,-1.66,11.96,0,43.5,45.0,6.0,6.0,-7,0,U
2915,10/19/2013,10,H,V,Baylor,0.8461538461538461,71,33.0,32.0,-11375,Big 12,13.0,11.0,2.0,12.51,4.35,16.87,54.83,22.0,1.74,15.18,1.22,8.17,1.63,10.99,IowaState,0.25,7,77.0,76.5,6125,Big 12,67.0,3.0,9.0,-0.69,-2.89,-3.57,28.6,32.53,-1.94,15.36,-0.27,9.68,-0.67,11.9,1,77.0,76.5,-33.0,-32.0,64,1,O
2916,10/19/2013,10,H,V,Kansas,0.25,19,48.0,49.5,945,Big 12,67.0,3.0,9.0,-10.02,1.44,-8.58,17.88,28.12,-3.29,15.8,-0.4,9.11,-1.41,11.82,Oklahoma,0.8461538461538461,34,23.5,21.0,-1345,Big 12,6.0,11.0,2.0,6.42,6.77,13.19,37.15,17.89,-1.21,15.13,1.21,8.36,0.36,11.1,0,48.0,49.5,23.5,21.0,-15,1,O
2917,10/19/2013,10,H,V,OklahomaState,0.7692307692307693,24,6.5,6.5,-265,Big 12,17.0,10.0,3.0,10.19,6.64,16.83,42.92,17.94,-0.82,14.51,0.58,7.99,0.37,10.73,TCU,0.3333333333333333,10,51.5,52.0,215,Big 12,67.0,4.0,8.0,-0.67,2.61,1.94,27.73,20.24,-1.95,14.81,-0.51,7.58,-0.64,10.57,1,51.5,52.0,-6.5,-6.5,14,1,U
2918,10/19/2013,10,H,V,Stanford,0.7857142857142857,24,7.0,4.0,-185,Pac-12 ,11.0,11.0,3.0,5.99,12.97,18.96,38.64,10.11,0.9,14.31,1.11,6.87,0.95,10.14,UCLA,0.7692307692307693,10,55.0,55.0,160,Pac-12 ,16.0,10.0,3.0,10.15,6.95,17.1,42.61,17.02,0.25,14.55,0.47,7.97,0.54,10.6,1,55.0,55.0,-7.0,-4.0,14,1,U
2920,10/19/2013,10,H,V,NewMexicoState,0.16666666666666666,19,58.0,57.0,655,Ind,67.0,2.0,10.0,-7.85,-11.51,-19.36,18.38,46.32,-2.34,17.8,-0.62,11.39,-0.86,13.93,Rice,0.7142857142857143,45,20.0,18.0,-905,CUSA ,67.0,10.0,4.0,-0.25,0.39,0.15,27.49,26.98,-2.04,16.21,-0.05,8.56,-0.88,11.54,0,58.0,57.0,20.0,18.0,-26,0,O
2921,10/19/2013,10,H,V,BoiseState,0.6153846153846154,34,21.5,24.0,-2290,MWC ,67.0,8.0,5.0,2.27,1.62,3.88,34.89,24.06,-1.62,16.27,0.43,8.11,-0.04,11.33,Nevada,0.3333333333333333,17,66.0,68.0,1190,MWC ,67.0,4.0,8.0,-1.7,-1.9,-3.6,26.27,30.18,-2.08,16.46,0.06,11.05,-0.54,13.04,1,66.0,68.0,-21.5,-24.0,17,0,U
2922,10/19/2013,10,H,V,Illinois,0.3333333333333333,32,55.0,55.0,470,Big Ten ,67.0,4.0,8.0,3.96,-7.82,-3.86,32.4,33.34,-1.39,17.1,0.54,9.93,0.19,12.68,Wisconsin,0.6923076923076923,56,11.5,15.0,-620,Big Ten ,22.0,9.0,4.0,2.69,11.51,14.2,37.02,13.47,-1.79,14.94,2.51,7.54,0.87,10.77,0,55.0,55.0,11.5,15.0,-24,0,O
2923,10/19/2013,10,H,V,Vanderbilt,0.6923076923076923,31,63.0,63.5,220,SEC ,24.0,9.0,4.0,4.66,3.34,8.01,32.72,22.64,-1.29,14.82,-0.67,8.69,-0.73,11.2,Georgia,0.6153846153846154,27,9.5,7.0,-270,SEC ,67.0,8.0,5.0,13.03,-0.21,12.82,43.35,23.43,0.2,16.27,0.73,7.94,0.88,11.38,1,63.0,63.5,9.5,7.0,4,1,U
2924,10/19/2013,10,H,V,ArizonaU,0.6153846153846154,35,4.5,3.5,-175,Pac-12 ,67.0,8.0,5.0,5.72,6.89,12.6,37.03,18.2,-1.89,15.0,1.3,8.47,0.08,11.04,Utah,0.4166666666666667,24,59.0,61.5,155,Pac-12 ,67.0,5.0,7.0,4.51,2.45,6.96,36.74,20.16,-1.09,15.45,0.1,7.9,-0.09,11.11,1,59.0,61.5,-4.5,-3.5,11,1,U
2925,10/19/2013,10,H,V,FresnoState,0.8461538461538461,38,20.5,25.0,-3010,MWC ,67.0,11.0,2.0,10.17,-5.13,5.04,39.78,31.62,-1.64,16.96,0.58,8.2,0.5,11.82,UNLV,0.5384615384615384,14,72.0,75.0,1410,MWC ,67.0,7.0,6.0,0.73,-4.63,-3.9,27.74,32.84,-3.01,15.93,-0.01,9.54,-0.82,12.02,1,72.0,75.0,-20.5,-25.0,24,0,U
2928,10/22/2013,10,H,V,ArkansasState,0.6153846153846154,7,67.5,69.0,-105,Sun Belt,67.0,8.0,5.0,-1.34,-0.53,-1.86,26.0,28.01,-3.2,16.53,-0.41,9.91,-1.44,12.53,ULLafayette,0.6923076923076923,23,2.5,1.0,-115,Sun Belt,67.0,9.0,4.0,1.86,-3.87,-2.01,30.02,31.79,-0.84,17.74,-0.21,9.2,-0.5,12.73,0,67.5,69.0,-2.5,-1.0,-16,0,U
2929,10/24/2013,10,H,V,MississippiSt,0.5384615384615384,28,9.5,12.0,-430,SEC ,67.0,7.0,6.0,-0.28,8.0,7.72,32.29,16.68,-1.52,14.98,0.7,8.42,0.02,11.16,Kentucky,0.16666666666666666,22,55.0,54.0,340,SEC ,67.0,2.0,10.0,-2.99,-0.52,-3.51,26.67,28.49,-1.69,17.02,0.24,9.41,-0.35,12.4,1,55.0,54.0,-9.5,-12.0,6,0,U
2930,10/24/2013,10,H,V,MiddleTennSt,0.6153846153846154,51,56.5,56.5,285,CUSA ,67.0,8.0,5.0,-0.97,-2.74,-3.71,25.9,29.57,-3.27,16.26,0.46,9.38,-0.79,11.95,Marshall,0.7142857142857143,49,8.5,9.5,-340,CUSA ,67.0,10.0,4.0,5.77,-2.69,3.07,38.13,29.47,-1.47,16.27,0.64,9.08,0.2,11.84,1,56.5,56.5,8.5,9.5,2,1,O
2931,10/25/2013,10,H,V,BYU,0.6153846153846154,37,7.5,6.5,-245,Ind,67.0,8.0,5.0,5.85,4.38,10.23,35.75,18.72,-1.96,15.25,1.15,7.97,0.01,10.97,BoiseState,0.6153846153846154,20,62.5,61.0,205,MWC ,67.0,8.0,5.0,2.27,1.62,3.88,34.89,24.06,-1.62,16.27,0.43,8.11,-0.04,11.33,1,62.5,61.0,-7.5,-6.5,17,1,U
2932,10/26/2013,10,H,V,Virginia,0.16666666666666666,25,48.0,49.0,310,ACC ,67.0,2.0,10.0,-6.11,1.17,-4.94,24.96,27.01,-3.91,15.94,-0.22,8.82,-1.43,11.66,GeorgiaTech,0.5384615384615384,35,9.5,10.0,-381,ACC ,67.0,7.0,6.0,2.01,5.19,7.21,39.02,19.61,-1.14,16.58,1.44,8.44,0.01,11.94,0,48.0,49.0,9.5,10.0,-10,0,O
2933,10/26/2013,10,H,V,CentralFlorida,0.9230769230769231,62,22.5,24.5,-2400,American,10.0,12.0,1.0,6.19,2.24,8.42,35.82,22.78,0.26,15.35,0.61,8.77,0.81,11.52,Connecticut,0.25,17,49.5,52.5,1250,American,67.0,3.0,9.0,-7.66,-4.31,-11.97,21.11,31.93,-2.69,16.18,-1.14,8.51,-1.23,11.68,1,49.5,52.5,-22.5,-24.5,45,1,O
2934,10/26/2013,10,H,V,Akron,0.4166666666666667,24,56.5,57.0,295,MAC ,67.0,5.0,7.0,-7.35,-2.51,-9.86,17.26,31.06,-3.6,16.47,-1.02,8.88,-1.66,11.96,BallState,0.7692307692307693,42,11.5,9.5,-360,MAC ,67.0,10.0,3.0,6.64,-4.35,2.29,33.32,32.03,-1.6,16.61,-0.15,9.68,-0.03,12.41,0,56.5,57.0,11.5,9.5,-18,0,O
2935,10/26/2013,10,H,V,Ohio,0.5384615384615384,41,25.0,26.0,-3200,MAC ,67.0,7.0,6.0,-3.05,-2.72,-5.77,24.64,33.16,-2.48,16.89,-0.97,9.69,-1.07,12.48,MiamiOhio,0.0,16,50.5,50.5,1500,MAC ,67.0,0.0,12.0,-18.67,-4.82,-23.48,8.0,38.68,-4.19,17.22,-2.17,9.75,-2.78,12.59,1,50.5,50.5,-25.0,-26.0,25,0,O
2936,10/26/2013,10,H,V,KentState,0.3333333333333333,21,50.5,48.5,125,MAC ,67.0,4.0,8.0,-8.05,-1.55,-9.6,18.45,30.03,-3.09,17.0,0.86,10.09,-0.54,12.66,BuffaloU,0.6153846153846154,41,2.0,3.0,-145,MAC ,67.0,8.0,5.0,-1.75,0.27,-1.48,26.1,28.32,-2.3,16.99,-0.52,9.06,-0.97,12.16,0,50.5,48.5,2.0,3.0,-20,0,O
2937,10/26/2013,10,H,V,Massachusetts,0.08333333333333333,30,3.0,4.5,-197,MAC ,67.0,1.0,11.0,-15.27,-5.13,-20.4,10.56,36.86,-3.59,18.22,-1.02,10.68,-1.89,13.47,WesternMichigan,0.08333333333333333,31,46.5,46.5,167,MAC ,67.0,1.0,11.0,-10.43,-8.73,-19.16,14.92,39.41,-4.09,15.04,-1.38,10.33,-1.95,12.12,0,46.5,46.5,-3.0,-4.5,-1,0,O
2938,10/26/2013,10,H,V,Rutgers,0.46153846153846156,14,9.0,7.0,-260,American,67.0,6.0,7.0,-1.75,-3.93,-5.68,25.81,31.06,-2.21,16.95,-0.48,7.71,-0.69,11.88,HoustonU,0.6153846153846154,49,62.0,59.0,215,American,67.0,8.0,5.0,2.5,2.43,4.93,34.61,23.29,-1.75,15.9,0.03,8.25,-0.14,11.36,0,62.0,59.0,-9.0,-7.0,-35,0,O
2939,10/26/2013,10,H,V,NorthCarolina,0.5384615384615384,34,8.5,5.5,-225,ACC ,67.0,7.0,6.0,3.53,2.69,6.22,35.74,21.73,-1.47,15.71,-0.36,8.44,-0.37,11.3,BostonCollege,0.5384615384615384,10,58.5,59.0,189,ACC ,67.0,7.0,6.0,4.48,-3.2,1.28,31.69,27.42,-1.41,17.29,1.44,8.38,0.31,12.03,1,58.5,59.0,-8.5,-5.5,24,1,U
2940,10/26/2013,10,H,V,Maryland,0.5384615384615384,27,60.5,58.5,620,ACC ,67.0,7.0,6.0,-0.79,1.43,0.64,28.22,25.7,-1.29,16.17,-0.19,8.41,-0.24,11.51,Clemson,0.8461538461538461,40,13.0,16.5,-900,ACC ,8.0,11.0,2.0,9.21,5.77,14.98,43.55,18.59,-0.12,15.85,0.44,8.29,0.6,11.4,0,60.5,58.5,13.0,16.5,-13,1,O
2941,10/26/2013,10,H,V,VirginiaTech,0.6153846153846154,10,13.5,12.0,-500,ACC ,67.0,8.0,5.0,-3.85,10.26,6.41,26.21,13.62,-1.81,14.65,-0.91,7.49,-0.91,10.41,Duke,0.7142857142857143,13,47.5,47.0,390,ACC ,23.0,10.0,4.0,6.8,1.06,7.86,36.28,23.29,-1.6,16.51,0.61,8.89,0.0,11.91,0,47.5,47.0,-13.5,-12.0,-3,0,U
2942,10/26/2013,10,H,V,Navy,0.6923076923076923,24,51.5,51.0,180,Ind,67.0,9.0,4.0,1.23,3.03,4.26,30.57,23.94,-3.1,16.21,1.07,8.89,-0.7,11.73,PittsburghU,0.5384615384615384,21,6.5,4.5,-210,ACC ,67.0,7.0,6.0,3.74,-0.02,3.72,30.6,23.0,-1.03,16.28,-0.63,8.1,-0.31,11.39,1,51.5,51.0,6.5,4.5,3,1,U
2943,10/26/2013,10,H,V,TexSanAntonio,0.5833333333333334,52,3.5,8.0,-310,CUSA ,67.0,7.0,5.0,-3.11,0.1,-3.01,23.62,26.73,-2.31,16.09,0.49,8.18,-0.25,11.52,UAB,0.16666666666666666,31,59.5,60.5,255,CUSA ,67.0,2.0,10.0,-1.77,-14.05,-15.82,23.6,45.68,-1.99,19.24,0.32,10.77,-0.36,14.04,1,59.5,60.5,-3.5,-8.0,21,1,O
2944,10/26/2013,10,H,V,SMU,0.4166666666666667,59,10.5,14.0,-600,American,67.0,5.0,7.0,-0.67,-6.77,-7.44,27.08,33.45,-2.23,16.19,-0.56,8.6,-0.34,11.72,Temple,0.16666666666666666,49,60.5,58.5,450,American,67.0,2.0,10.0,-2.73,-7.57,-10.3,24.22,31.88,-1.78,17.3,0.28,9.36,-0.13,12.6,1,60.5,58.5,-10.5,-14.0,10,0,O
2945,10/26/2013,10,H,V,NoIllinois,0.8571428571428571,59,30.0,31.5,-5096,MAC ,67.0,12.0,2.0,8.19,-4.63,3.56,35.59,32.19,-2.11,16.69,1.59,8.83,0.31,12.02,EasternMichigan,0.16666666666666666,20,66.0,67.5,1712,MAC ,67.0,2.0,10.0,-10.15,-12.69,-22.84,15.47,48.03,-3.34,19.66,-0.13,11.06,-1.2,14.23,1,66.0,67.5,-30.0,-31.5,39,1,O
2946,10/26/2013,10,H,V,Colorado,0.3333333333333333,20,58.0,59.5,360,Pac-12 ,67.0,4.0,8.0,0.13,-2.12,-1.99,29.27,31.22,-1.55,16.21,-0.44,9.6,-0.43,12.2,ArizonaU,0.6153846153846154,44,16.0,12.5,-460,Pac-12 ,67.0,8.0,5.0,5.72,6.89,12.6,37.03,18.2,-1.89,15.0,1.3,8.47,0.08,11.04,0,58.0,59.5,16.0,12.5,-24,0,O
2947,10/26/2013,10,H,V,TexasA&M,0.6923076923076923,56,18.0,17.5,-900,SEC ,18.0,9.0,4.0,16.81,-3.43,13.38,48.38,28.34,0.5,15.94,1.23,9.42,1.46,12.13,Vanderbilt,0.6923076923076923,24,70.5,68.5,620,SEC ,24.0,9.0,4.0,4.66,3.34,8.01,32.72,22.64,-1.29,14.82,-0.67,8.69,-0.73,11.2,1,70.5,68.5,-18.0,-17.5,32,1,O
2948,10/26/2013,10,H,V,Auburn,0.8571428571428571,45,25.5,23.0,-2700,SEC ,2.0,12.0,2.0,13.6,5.21,18.8,45.72,17.95,0.09,15.66,2.07,8.74,1.03,11.64,FloridaAtlantic,0.5,10,51.0,52.0,1400,CUSA ,67.0,6.0,6.0,-6.44,2.91,-3.53,22.29,24.3,-2.61,14.88,-0.4,9.23,-1.01,11.34,1,51.0,52.0,-25.5,-23.0,35,1,O
2949,10/26/2013,10,H,V,Alabama,0.8461538461538461,45,28.0,27.5,-6000,SEC ,7.0,11.0,2.0,5.72,14.35,20.06,42.0,10.79,0.06,15.21,1.61,7.4,1.2,10.7,TennesseeU,0.4166666666666667,10,51.0,49.5,1800,SEC ,67.0,5.0,7.0,-0.71,5.0,4.29,30.19,22.57,-2.89,15.33,0.97,9.48,-0.48,11.83,1,51.0,49.5,-28.0,-27.5,35,1,O
2950,10/26/2013,10,H,V,Oregon,0.8461538461538461,42,21.5,23.5,-1800,Pac-12 ,9.0,11.0,2.0,12.56,8.7,21.27,50.03,15.36,1.0,14.16,1.95,8.32,1.73,10.51,UCLA,0.7692307692307693,14,70.5,73.5,990,Pac-12 ,16.0,10.0,3.0,10.15,6.95,17.1,42.61,17.02,0.25,14.55,0.47,7.97,0.54,10.6,1,70.5,73.5,-21.5,-23.5,28,1,U
2951,10/26/2013,10,H,V,USC,0.7142857142857143,19,6.5,4.5,-200,Pac-12 ,19.0,10.0,4.0,4.08,9.65,13.72,34.33,14.21,-0.25,14.01,0.85,8.14,0.57,10.45,Utah,0.4166666666666667,3,53.5,51.0,170,Pac-12 ,67.0,5.0,7.0,4.51,2.45,6.96,36.74,20.16,-1.09,15.45,0.1,7.9,-0.09,11.11,1,53.5,51.0,-6.5,-4.5,16,1,U
2952,10/26/2013,10,H,V,Tulane,0.5384615384615384,14,50.0,49.5,120,CUSA ,67.0,7.0,6.0,-4.37,1.15,-3.22,22.54,25.74,-3.7,16.47,-0.78,8.06,-1.65,11.55,Tulsa,0.25,7,3.5,3.0,-140,CUSA ,67.0,3.0,9.0,-5.83,-5.94,-11.77,21.24,34.28,-3.69,15.84,-0.1,8.99,-1.32,11.68,1,50.0,49.5,3.5,3.0,7,1,U
2953,10/26/2013,10,H,V,WashingtonU,0.6923076923076923,41,24.0,28.0,-6509,Pac-12 ,25.0,9.0,4.0,6.41,8.71,15.12,42.01,15.19,-0.46,14.15,1.08,8.52,0.59,10.68,California,0.08333333333333333,17,64.0,66.5,1835,Pac-12 ,67.0,1.0,11.0,0.74,-9.32,-8.58,29.88,37.59,-1.89,17.18,-0.2,8.75,-0.27,12.36,1,64.0,66.5,-24.0,-28.0,24,0,U
2954,10/26/2013,10,H,V,KansasState,0.6153846153846154,35,9.0,13.0,-520,Big 12,67.0,8.0,5.0,6.13,3.88,10.01,34.67,20.29,0.62,14.85,0.55,8.46,0.54,11.13,WestVirginia,0.3333333333333333,12,53.0,52.0,400,Big 12,67.0,4.0,8.0,0.29,-4.02,-3.74,28.72,30.42,-1.76,16.36,0.21,9.07,-0.13,11.93,1,53.0,52.0,-9.0,-13.0,23,1,U
2955,10/26/2013,10,H,V,Illinois,0.3333333333333333,3,49.0,48.0,256,Big Ten ,67.0,4.0,8.0,3.96,-7.82,-3.86,32.4,33.34,-1.39,17.1,0.54,9.93,0.19,12.68,MichiganState,0.9285714285714286,42,11.0,8.0,-312,Big Ten ,3.0,13.0,1.0,1.23,13.51,14.74,31.12,12.04,-1.86,13.89,0.22,7.16,-0.45,10.02,0,49.0,48.0,11.0,8.0,-39,0,U
2956,10/26/2013,10,H,V,MiamiFlorida,0.6923076923076923,24,21.0,25.5,-3000,ACC ,67.0,9.0,4.0,8.33,-1.74,6.59,40.42,25.97,0.3,16.58,0.93,9.11,1.11,12.15,WakeForest,0.3333333333333333,21,54.0,55.0,1500,ACC ,67.0,4.0,8.0,-7.1,7.1,0.0,20.65,20.94,-3.56,15.36,-1.34,7.99,-1.74,11.03,1,54.0,55.0,-21.0,-25.5,3,0,U
2957,10/26/2013,10,H,V,FloridaState,1.0,49,28.5,35.0,-8500,ACC ,1.0,14.0,0.0,8.57,14.79,23.36,53.97,11.05,1.07,13.96,1.33,7.71,1.64,10.23,NCState,0.25,17,57.5,58.5,2000,ACC ,67.0,3.0,9.0,-2.56,-3.1,-5.66,25.36,28.39,-2.25,15.89,-0.19,9.86,-0.75,12.16,1,57.5,58.5,-28.5,-35.0,32,0,O
2958,10/26/2013,10,H,V,Oklahoma,0.8461538461538461,38,8.0,6.5,-260,Big 12,6.0,11.0,2.0,6.42,6.77,13.19,37.15,17.89,-1.21,15.13,1.21,8.36,0.36,11.1,TexasTech,0.6153846153846154,30,59.5,59.5,215,Big 12,67.0,8.0,5.0,7.13,-1.81,5.32,38.47,27.07,-1.43,14.95,-0.52,9.14,0.04,11.36,1,59.5,59.5,-8.0,-6.5,8,1,O
2959,10/26/2013,10,H,V,TCU,0.3333333333333333,7,2.0,3.0,-145,Big 12,67.0,4.0,8.0,-0.67,2.61,1.94,27.73,20.24,-1.95,14.81,-0.51,7.58,-0.64,10.57,Texas,0.6153846153846154,30,51.5,48.5,125,Big 12,67.0,8.0,5.0,3.09,4.36,7.45,33.55,19.77,-1.6,15.05,0.35,8.41,-0.26,10.99,0,51.5,48.5,-2.0,-3.0,-23,0,U
2960,10/26/2013,10,H,V,Iowa,0.6153846153846154,17,4.0,3.5,-170,Big Ten ,67.0,8.0,5.0,-0.9,8.22,7.31,28.67,16.91,-1.64,14.67,0.26,7.78,-0.43,10.6,Northwestern,0.4166666666666667,10,53.0,52.5,145,Big Ten ,67.0,5.0,7.0,1.75,-0.55,1.2,28.96,25.37,-1.41,16.08,0.2,8.32,-0.29,11.56,1,53.0,52.5,-4.0,-3.5,7,1,U
2961,10/26/2013,10,H,V,Nevada,0.3333333333333333,22,4.5,6.0,-230,MWC ,67.0,4.0,8.0,-1.7,-1.9,-3.6,26.27,30.18,-2.08,16.46,0.06,11.05,-0.54,13.04,UNLV,0.5384615384615384,27,67.0,68.0,192,MWC ,67.0,7.0,6.0,0.73,-4.63,-3.9,27.74,32.84,-3.01,15.93,-0.01,9.54,-0.82,12.02,0,67.0,68.0,-4.5,-6.0,-5,0,U
2962,10/26/2013,10,H,V,SanJoseState,0.5,51,5.5,10.5,-420,MWC ,67.0,6.0,6.0,5.04,-8.32,-3.28,32.55,34.59,-0.4,16.59,-0.14,9.89,0.54,12.52,Wyoming,0.4166666666666667,44,71.0,71.0,335,MWC ,67.0,5.0,7.0,-1.42,-7.95,-9.36,26.45,37.36,-2.38,17.6,1.04,9.23,0.08,12.36,1,71.0,71.0,-5.5,-10.5,7,0,O
2963,10/26/2013,10,H,V,OregonState,0.5384615384615384,12,55.0,56.0,150,Pac-12 ,67.0,7.0,6.0,9.08,-0.97,8.11,38.54,25.35,-0.79,14.93,-0.23,9.53,0.65,11.58,Stanford,0.7857142857142857,20,5.5,4.0,-175,Pac-12 ,11.0,11.0,3.0,5.99,12.97,18.96,38.64,10.11,0.9,14.31,1.11,6.87,0.95,10.14,0,55.0,56.0,5.5,4.0,-8,0,U
2964,10/26/2013,10,H,V,WesternKentucky,0.6666666666666666,26,8.0,10.0,-370,Sun Belt,67.0,8.0,4.0,-0.01,-0.51,-0.52,27.46,28.51,-2.33,16.73,-0.1,9.0,-0.62,12.03,Troy,0.5,32,60.0,61.0,300,Sun Belt,67.0,6.0,6.0,3.05,-8.38,-5.33,32.1,38.84,-1.71,19.13,-1.02,9.29,-0.6,13.38,0,60.0,61.0,-8.0,-10.0,-6,0,U
2965,10/26/2013,10,H,V,AirForce,0.16666666666666666,10,56.5,56.0,930,MWC ,67.0,2.0,10.0,-4.16,-10.72,-14.88,22.94,40.72,-2.15,18.58,0.56,9.28,-0.79,12.71,NotreDame,0.6923076923076923,45,19.5,19.5,-1600,Ind,20.0,9.0,4.0,3.0,6.51,9.5,32.48,19.0,-0.74,14.63,0.85,8.29,0.59,10.84,0,56.5,56.0,19.5,19.5,-35,0,U
2966,10/26/2013,10,H,V,ULMonroe,0.5,38,11.5,15.5,-764,Sun Belt,67.0,6.0,6.0,-6.34,-0.47,-6.81,21.04,31.38,-3.58,16.29,-1.14,9.9,-1.57,12.45,GeorgiaState,0.0,10,51.0,51.5,547,Sun Belt,67.0,0.0,12.0,-9.64,-10.56,-20.2,15.18,39.91,-3.01,18.1,-0.75,10.32,-1.17,13.29,1,51.0,51.5,-11.5,-15.5,28,1,U
2967,10/26/2013,10,H,V,TexasState,0.5,33,52.0,50.5,115,Sun Belt,67.0,6.0,6.0,-7.36,-3.17,-10.53,17.0,31.36,-3.86,16.27,-0.48,9.51,-1.68,12.2,SouthAlabama,0.5,31,1.5,2.5,-135,Sun Belt,67.0,6.0,6.0,1.28,-3.72,-2.44,26.76,29.64,-1.8,17.29,-0.45,9.38,-0.64,12.61,1,52.0,50.5,1.5,2.5,2,1,O
2969,10/26/2013,10,H,V,SouthernMiss,0.08333333333333333,14,49.5,50.5,340,CUSA ,67.0,1.0,11.0,-12.24,-8.89,-21.13,15.45,44.99,-3.05,17.65,-1.72,9.11,-1.42,12.33,NorthTexas,0.6923076923076923,55,10.5,12.0,-430,CUSA ,67.0,9.0,4.0,-2.5,5.55,3.05,26.99,22.0,-1.99,16.14,-0.27,8.41,-0.68,11.62,0,49.5,50.5,10.5,12.0,-41,0,O
2970,10/26/2013,10,H,V,FloridaIntl,0.08333333333333333,7,48.0,50.0,175,CUSA ,67.0,1.0,11.0,-19.13,-4.4,-23.53,5.97,39.64,-4.0,17.49,-2.32,9.95,-2.79,12.84,LouisianaTech,0.3333333333333333,23,6.0,4.5,-205,CUSA ,67.0,4.0,8.0,-9.93,-5.74,-15.66,14.63,34.44,-4.17,17.2,0.02,9.28,-1.34,12.28,0,48.0,50.0,6.0,4.5,-16,0,U
2971,10/26/2013,10,H,V,Missouri,0.8571428571428571,24,3.0,3.0,-150,SEC ,5.0,12.0,2.0,11.89,8.08,19.97,42.89,16.88,-1.01,15.06,1.37,8.25,0.56,11.23,SouthCarolina,0.8461538461538461,27,53.0,53.0,130,SEC ,4.0,11.0,2.0,7.99,8.07,16.06,40.3,15.99,0.0,15.48,0.72,8.48,0.54,11.3,0,53.0,53.0,-3.0,-3.0,-3,0,U
2972,10/26/2013,10,H,V,IowaState,0.25,27,56.5,56.0,350,Big 12,67.0,3.0,9.0,-0.69,-2.89,-3.57,28.6,32.53,-1.94,15.36,-0.27,9.68,-0.67,11.9,OklahomaState,0.7692307692307693,58,14.0,12.5,-440,Big 12,17.0,10.0,3.0,10.19,6.64,16.83,42.92,17.94,-0.82,14.51,0.58,7.99,0.37,10.73,0,56.5,56.0,14.0,12.5,-31,0,O
2973,10/26/2013,10,H,V,Kansas,0.25,14,66.0,65.5,1942,Big 12,67.0,3.0,9.0,-10.02,1.44,-8.58,17.88,28.12,-3.29,15.8,-0.4,9.11,-1.41,11.82,Baylor,0.8461538461538461,59,35.5,34.5,-7742,Big 12,13.0,11.0,2.0,12.51,4.35,16.87,54.83,22.0,1.74,15.18,1.22,8.17,1.63,10.99,0,66.0,65.5,35.5,34.5,-45,0,O
2974,10/26/2013,10,H,V,MinnesotaU,0.6153846153846154,34,52.0,52.0,300,Big Ten ,67.0,8.0,5.0,-0.07,5.34,5.27,26.86,20.6,-1.67,15.76,0.39,8.97,-0.61,11.73,Nebraska,0.6923076923076923,23,10.5,10.0,-370,Big Ten ,67.0,9.0,4.0,3.38,1.84,5.22,33.11,24.25,-2.44,15.68,0.87,8.24,-0.36,11.12,1,52.0,52.0,10.5,10.0,11,1,O
2975,10/26/2013,10,H,V,SouthFlorida,0.16666666666666666,3,46.5,46.5,810,American,67.0,2.0,10.0,-11.38,-2.17,-13.56,16.14,28.73,-2.99,15.97,-0.84,8.55,-1.44,11.4,Louisville,0.9230769230769231,34,20.5,21.0,-1300,American,15.0,12.0,1.0,-0.18,10.18,9.99,33.67,15.75,-0.22,15.01,0.18,7.55,0.5,10.63,0,46.5,46.5,20.5,21.0,-31,0,U
2976,10/26/2013,10,H,V,BowlingGreen,0.7142857142857143,25,3.0,3.5,-170,MAC ,67.0,10.0,4.0,-1.75,6.64,4.89,30.32,20.6,-0.85,15.48,-0.14,9.13,-0.19,11.63,Toledo,0.5833333333333334,28,56.0,53.5,145,MAC ,67.0,7.0,5.0,4.76,-4.79,-0.03,31.32,31.71,-2.44,17.95,1.43,8.82,0.07,12.32,0,56.0,53.5,-3.0,-3.5,-3,0,U
2977,10/26/2013,10,H,V,OhioState,0.8571428571428571,63,14.0,15.0,-785,Big Ten ,12.0,12.0,2.0,10.77,4.87,15.65,47.17,20.57,-0.94,15.81,2.94,7.79,1.38,11.36,PennState,0.5833333333333334,14,56.5,57.0,557,Big Ten ,67.0,7.0,5.0,0.34,3.05,3.4,29.58,23.64,-1.45,15.48,-0.18,7.6,-0.42,10.93,1,56.5,57.0,-14.0,-15.0,49,1,O
